"service_id","date","exception_type"
"9C3B62A7","20210701","1"
"9C3B62A7","20210706","1"
"9C3B62A7","20210707","1"
"9C3B62A7","20210708","1"
"9C3B62A7","20210709","1"
"9C3B62A7","20210712","1"
"9C3B62A7","20210713","1"
"9C3B62A7","20210714","1"
"9C3B62A7","20210715","1"
"9C3B62A7","20210716","1"
"9C3B62A7","20210719","1"
"9C3B62A7","20210720","1"
"9C3B62A7","20210721","1"
"9C3B62A7","20210722","1"
"9C3B62A7","20210723","1"
"9C3B62A7","20210726","1"
"9C3B62A7","20210727","1"
"9C3B62A7","20210728","1"
"9C3B62A7","20210729","1"
"9C3B62A7","20210730","1"
"9C3B62A7","20210802","1"
"9C3B62A7","20210803","1"
"9C3B62A7","20210804","1"
"9C3B62A7","20210805","1"
"9C3B62A7","20210806","1"
"9C3B62A7","20210809","1"
"9C3B62A7","20210810","1"
"9C3B62A7","20210811","1"
"9C3B62A7","20210812","1"
"9C3B62A7","20210813","1"
"9C3B62A7","20210816","1"
"9C3B62A7","20210817","1"
"9C3B62A7","20210818","1"
"9C3B62A7","20210819","1"
"9C3B62A7","20210820","1"
"9C3B62A7","20210823","1"
"9C3B62A7","20210824","1"
"9C3B62A7","20210825","1"
"9C3B62A7","20210826","1"
"9C3B62A7","20210827","1"
"9C3B62A7","20210830","1"
"9C3B62A7","20210831","1"
"9C3B62A7","20210901","1"
"9C3B62A7","20210902","1"
"F0508B45","20210621","1"
"F0508B45","20210628","1"
"F0508B45","20210712","1"
"F0508B45","20210719","1"
"F0508B45","20210726","1"
"F0508B45","20210802","1"
"F0508B45","20210809","1"
"F0508B45","20210816","1"
"F0508B45","20210823","1"
"F0508B45","20210830","1"
"8F0DBF46","20210615","1"
"8F0DBF46","20210616","1"
"8F0DBF46","20210617","1"
"8F0DBF46","20210618","1"
"8F0DBF46","20210621","1"
"8F0DBF46","20210622","1"
"8F0DBF46","20210623","1"
"8F0DBF46","20210624","1"
"8F0DBF46","20210625","1"
"8F0DBF46","20210628","1"
"8F0DBF46","20210629","1"
"8F0DBF46","20210630","1"
"8F0DBF46","20210701","1"
"8F0DBF46","20210702","1"
"8F0DBF46","20210705","1"
"8F0DBF46","20210706","1"
"8F0DBF46","20210707","1"
"8F0DBF46","20210708","1"
"8F0DBF46","20210709","1"
"8F0DBF46","20210712","1"
"8F0DBF46","20210713","1"
"8F0DBF46","20210714","1"
"8F0DBF46","20210715","1"
"8F0DBF46","20210716","1"
"8F0DBF46","20210719","1"
"8F0DBF46","20210720","1"
"8F0DBF46","20210721","1"
"8F0DBF46","20210722","1"
"8F0DBF46","20210723","1"
"8F0DBF46","20210726","1"
"8F0DBF46","20210727","1"
"8F0DBF46","20210728","1"
"8F0DBF46","20210729","1"
"8F0DBF46","20210730","1"
"8F0DBF46","20210802","1"
"8F0DBF46","20210803","1"
"8F0DBF46","20210804","1"
"8F0DBF46","20210805","1"
"8F0DBF46","20210806","1"
"8F0DBF46","20210809","1"
"8F0DBF46","20210810","1"
"8F0DBF46","20210811","1"
"8F0DBF46","20210812","1"
"8F0DBF46","20210813","1"
"8F0DBF46","20210816","1"
"8F0DBF46","20210817","1"
"8F0DBF46","20210818","1"
"8F0DBF46","20210819","1"
"8F0DBF46","20210820","1"
"8F0DBF46","20210823","1"
"8F0DBF46","20210824","1"
"8F0DBF46","20210825","1"
"8F0DBF46","20210826","1"
"8F0DBF46","20210827","1"
"8F0DBF46","20210830","1"
"8F0DBF46","20210831","1"
"8F0DBF46","20210901","1"
"8F0DBF46","20210902","1"
"8F0DBF46","20210903","1"
"8F0DBF46","20210906","1"
"F7BC5EF7","20210620","1"
"F7BC5EF7","20210627","1"
"F7BC5EF7","20210705","1"
"F7BC5EF7","20210711","1"
"F7BC5EF7","20210718","1"
"F7BC5EF7","20210725","1"
"F7BC5EF7","20210801","1"
"F7BC5EF7","20210808","1"
"F7BC5EF7","20210815","1"
"F7BC5EF7","20210822","1"
"F7BC5EF7","20210829","1"
"F7BC5EF7","20210906","1"
"2950A44E","20210619","1"
"2950A44E","20210620","1"
"2950A44E","20210626","1"
"2950A44E","20210627","1"
"2950A44E","20210703","1"
"2950A44E","20210704","1"
"2950A44E","20210705","1"
"2950A44E","20210710","1"
"2950A44E","20210711","1"
"2950A44E","20210717","1"
"2950A44E","20210718","1"
"2950A44E","20210724","1"
"2950A44E","20210725","1"
"2950A44E","20210731","1"
"2950A44E","20210801","1"
"2950A44E","20210807","1"
"2950A44E","20210808","1"
"2950A44E","20210814","1"
"2950A44E","20210815","1"
"2950A44E","20210821","1"
"2950A44E","20210822","1"
"2950A44E","20210828","1"
"2950A44E","20210829","1"
"2950A44E","20210904","1"
"2950A44E","20210905","1"
"9B210ACF","20210619","1"
"9B210ACF","20210626","1"
"9B210ACF","20210703","1"
"9B210ACF","20210710","1"
"9B210ACF","20210717","1"
"9B210ACF","20210724","1"
"9B210ACF","20210731","1"
"9B210ACF","20210807","1"
"9B210ACF","20210814","1"
"9B210ACF","20210821","1"
"9B210ACF","20210828","1"
"9B210ACF","20210904","1"
"C43A88A9","20210620","1"
"C43A88A9","20210627","1"
"C43A88A9","20210704","1"
"C43A88A9","20210711","1"
"C43A88A9","20210718","1"
"C43A88A9","20210725","1"
"C43A88A9","20210801","1"
"C43A88A9","20210808","1"
"C43A88A9","20210815","1"
"C43A88A9","20210822","1"
"C43A88A9","20210829","1"
"C43A88A9","20210905","1"
"C42E40A5","20210615","1"
"C42E40A5","20210616","1"
"C42E40A5","20210617","1"
"C42E40A5","20210618","1"
"C42E40A5","20210622","1"
"C42E40A5","20210623","1"
"C42E40A5","20210624","1"
"C42E40A5","20210625","1"
"C42E40A5","20210629","1"
"C42E40A5","20210630","1"
"C42E40A5","20210701","1"
"C42E40A5","20210702","1"
"C42E40A5","20210706","1"
"C42E40A5","20210707","1"
"C42E40A5","20210708","1"
"C42E40A5","20210709","1"
"C42E40A5","20210713","1"
"C42E40A5","20210714","1"
"C42E40A5","20210715","1"
"C42E40A5","20210716","1"
"C42E40A5","20210720","1"
"C42E40A5","20210721","1"
"C42E40A5","20210722","1"
"C42E40A5","20210723","1"
"C42E40A5","20210727","1"
"C42E40A5","20210728","1"
"C42E40A5","20210729","1"
"C42E40A5","20210730","1"
"C42E40A5","20210803","1"
"C42E40A5","20210804","1"
"C42E40A5","20210805","1"
"C42E40A5","20210806","1"
"C42E40A5","20210810","1"
"C42E40A5","20210811","1"
"C42E40A5","20210812","1"
"C42E40A5","20210813","1"
"C42E40A5","20210817","1"
"C42E40A5","20210818","1"
"C42E40A5","20210819","1"
"C42E40A5","20210820","1"
"C42E40A5","20210824","1"
"C42E40A5","20210825","1"
"C42E40A5","20210826","1"
"C42E40A5","20210827","1"
"C42E40A5","20210831","1"
"C42E40A5","20210901","1"
"C42E40A5","20210902","1"
"C42E40A5","20210903","1"
"4582ADB7","20210617","1"
"4582ADB7","20210618","1"
"4582ADB7","20210621","1"
"4582ADB7","20210622","1"
"4582ADB7","20210623","1"
"4582ADB7","20210624","1"
"4582ADB7","20210625","1"
"4582ADB7","20210628","1"
"4582ADB7","20210629","1"
"4582ADB7","20210630","1"
"4582ADB7","20210701","1"
"4582ADB7","20210702","1"
"4582ADB7","20210706","1"
"4582ADB7","20210707","1"
"4582ADB7","20210708","1"
"4582ADB7","20210709","1"
"4582ADB7","20210712","1"
"4582ADB7","20210713","1"
"4582ADB7","20210714","1"
"4582ADB7","20210715","1"
"4582ADB7","20210716","1"
"4582ADB7","20210719","1"
"4582ADB7","20210720","1"
"4582ADB7","20210721","1"
"4582ADB7","20210722","1"
"4582ADB7","20210723","1"
"4582ADB7","20210726","1"
"4582ADB7","20210727","1"
"4582ADB7","20210728","1"
"4582ADB7","20210729","1"
"4582ADB7","20210730","1"
"4582ADB7","20210802","1"
"4582ADB7","20210803","1"
"4582ADB7","20210804","1"
"4582ADB7","20210805","1"
"4582ADB7","20210806","1"
"4582ADB7","20210809","1"
"4582ADB7","20210810","1"
"4582ADB7","20210811","1"
"4582ADB7","20210812","1"
"4582ADB7","20210813","1"
"4582ADB7","20210816","1"
"4582ADB7","20210817","1"
"4582ADB7","20210818","1"
"4582ADB7","20210819","1"
"4582ADB7","20210820","1"
"4582ADB7","20210823","1"
"4582ADB7","20210824","1"
"4582ADB7","20210825","1"
"4582ADB7","20210826","1"
"4582ADB7","20210827","1"
"4582ADB7","20210830","1"
"4582ADB7","20210831","1"
"4582ADB7","20210901","1"
"4582ADB7","20210902","1"
"4582ADB7","20210903","1"
"BD2B8D04","20210615","1"
"BD2B8D04","20210616","1"
"A275C86B","20210620","1"
"A275C86B","20210626","1"
"A275C86B","20210627","1"
"A275C86B","20210703","1"
"A275C86B","20210704","1"
"A275C86B","20210705","1"
"A275C86B","20210710","1"
"A275C86B","20210711","1"
"A275C86B","20210717","1"
"A275C86B","20210718","1"
"A275C86B","20210724","1"
"A275C86B","20210725","1"
"A275C86B","20210731","1"
"A275C86B","20210801","1"
"A275C86B","20210807","1"
"A275C86B","20210808","1"
"A275C86B","20210814","1"
"A275C86B","20210815","1"
"A275C86B","20210821","1"
"A275C86B","20210822","1"
"A275C86B","20210828","1"
"A275C86B","20210829","1"
"A275C86B","20210904","1"
"A275C86B","20210905","1"
"A275C86B","20210906","1"
"AD150EF7","20210619","1"
"DA5C6322","20210615","1"
"DA5C6322","20210616","1"
"DA5C6322","20210617","1"
"DA5C6322","20210618","1"
"DA5C6322","20210623","1"
"DA5C6322","20210624","1"
"DA5C6322","20210625","1"
"DA5C6322","20210628","1"
"DA5C6322","20210629","1"
"DA5C6322","20210630","1"
"DA5C6322","20210701","1"
"DA5C6322","20210702","1"
"DA5C6322","20210706","1"
"DA5C6322","20210707","1"
"DA5C6322","20210708","1"
"DA5C6322","20210709","1"
"DA5C6322","20210712","1"
"DA5C6322","20210713","1"
"DA5C6322","20210714","1"
"DA5C6322","20210715","1"
"DA5C6322","20210716","1"
"DA5C6322","20210719","1"
"DA5C6322","20210720","1"
"DA5C6322","20210721","1"
"DA5C6322","20210722","1"
"DA5C6322","20210723","1"
"DA5C6322","20210726","1"
"DA5C6322","20210727","1"
"DA5C6322","20210728","1"
"DA5C6322","20210729","1"
"DA5C6322","20210730","1"
"DA5C6322","20210802","1"
"DA5C6322","20210803","1"
"DA5C6322","20210804","1"
"DA5C6322","20210805","1"
