"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"7","C0F43128","GO701_21_2853","Atlantic Terminal","2853","1","7703FCEC"
"7","C0F43128","GO701_21_2854","Far Rockaway","2854","0","7703FCEC"
"7","C0F43128","GO701_21_2855","Atlantic Terminal","2855","1","7703FCEC"
"7","C0F43128","GO701_21_2856","Far Rockaway","2856","0","7703FCEC"
"7","C0F43128","GO701_21_2857","Atlantic Terminal","2857","1","7703FCEC"
"7","C0F43128","GO701_21_2859","Atlantic Terminal","2859","1","7703FCEC"
"7","C0F43128","GO701_21_2860","Far Rockaway","2860","0","7703FCEC"
"7","C0F43128","GO701_21_2861","Atlantic Terminal","2861","1","7703FCEC"
"7","C0F43128","GO701_21_2864","Far Rockaway","2864","0","A3EBB8CE"
"7","C0F43128","GO701_21_2865","Atlantic Terminal","2865","1","3B0D077A"
"7","C0F43128","GO701_21_2866","Far Rockaway","2866","0","7703FCEC"
"7","C0F43128","GO701_21_2867","Atlantic Terminal","2867","1","3B0D077A"
"7","C0F43128","GO701_21_2868","Far Rockaway","2868","0","A3EBB8CE"
"7","C0F43128","GO701_21_2870","Far Rockaway","2870","0","7703FCEC"
"7","C0F43128","GO701_21_2871","Atlantic Terminal","2871","1","7703FCEC"
"7","C0F43128","GO701_21_2873","Atlantic Terminal","2873","1","7703FCEC"
"7","C0F43128","GO701_21_2874","Far Rockaway","2874","0","7703FCEC"
"7","C0F43128","GO701_21_2875","Atlantic Terminal","2875","1","7703FCEC"
"7","C0F43128","GO701_21_2876","Far Rockaway","2876","0","3B0D077A"
"7","C0F43128","GO701_21_2877","Atlantic Terminal","2877","1","7703FCEC"
"7","C0F43128","GO701_21_2878","Far Rockaway","2878","0","7703FCEC"
"7","C0F43128","GO701_21_2880","Far Rockaway","2880","0","7703FCEC"
"7","C0F43128","GO701_21_2882","Far Rockaway","2882","0","7703FCEC"
"7","C0F43128","GO701_21_2884","Far Rockaway","2884","0","7703FCEC"
"7","C0F43128","GO701_21_2886","Far Rockaway","2886","0","7703FCEC"
"7","C0F43128","GO701_21_2899","Penn Station","2899","1","A3EBB8CE"
"1","0EFDD210","GO701_21_6000","Babylon","6000","0","DF671E6C"
"1","0EFDD210","GO701_21_6001","Penn Station","6001","1","DF671E6C"
"1","0EFDD210","GO701_21_6002","Babylon","6002","0","DF671E6C"
"1","0EFDD210","GO701_21_6003","Penn Station","6003","1","DF671E6C"
"1","0EFDD210","GO701_21_6004","Babylon","6004","0","DF671E6C"
"1","0EFDD210","GO701_21_6005","Penn Station","6005","1","DF671E6C"
"1","0EFDD210","GO701_21_6006","Babylon","6006","0","DF671E6C"
"1","0EFDD210","GO701_21_6007","Penn Station","6007","1","DF671E6C"
"1","0EFDD210","GO701_21_6008","Babylon","6008","0","DF671E6C"
"1","0EFDD210","GO701_21_6009","Penn Station","6009","1","DF671E6C"
"1","0EFDD210","GO701_21_6010","Babylon","6010","0","DF671E6C"
"1","0EFDD210","GO701_21_6011","Penn Station","6011","1","DF671E6C"
"1","0EFDD210","GO701_21_6012","Babylon","6012","0","A8F61878"
"1","0EFDD210","GO701_21_6014","Babylon","6014","0","DF671E6C"
"1","0EFDD210","GO701_21_6015","Penn Station","6015","1","A8F61878"
"1","0EFDD210","GO701_21_6016","Babylon","6016","0","DF671E6C"
"1","0EFDD210","GO701_21_6017","Penn Station","6017","1","DF671E6C"
"1","0EFDD210","GO701_21_6018","Babylon","6018","0","DF671E6C"
"1","0EFDD210","GO701_21_6019","Penn Station","6019","1","DF671E6C"
"1","0EFDD210","GO701_21_6020","Babylon","6020","0","A8F61878"
"1","0EFDD210","GO701_21_6021","Penn Station","6021","1","DF671E6C"
"1","0EFDD210","GO701_21_6022","Babylon","6022","0","DF671E6C"
"1","0EFDD210","GO701_21_6023","Penn Station","6023","1","A8F61878"
"1","0EFDD210","GO701_21_6024","Babylon","6024","0","DF671E6C"
"1","0EFDD210","GO701_21_6025","Penn Station","6025","1","DF671E6C"
"1","0EFDD210","GO701_21_6026","Babylon","6026","0","DF671E6C"
"1","0EFDD210","GO701_21_6027","Penn Station","6027","1","DF671E6C"
"1","0EFDD210","GO701_21_6030","Babylon","6030","0","A8F61878"
"1","0EFDD210","GO701_21_6031","Penn Station","6031","1","DF671E6C"
"1","0EFDD210","GO701_21_6032","Babylon","6032","0","DF671E6C"
"1","0EFDD210","GO701_21_6033","Penn Station","6033","1","A8F61878"
"1","0EFDD210","GO701_21_6034","Babylon","6034","0","DF671E6C"
"1","0EFDD210","GO701_21_6035","Penn Station","6035","1","DF671E6C"
"1","0EFDD210","GO701_21_6100","Babylon","6100","0","DF671E6C"
"1","0EFDD210","GO701_21_6101","Penn Station","6101","1","DF671E6C"
"1","0EFDD210","GO701_21_6102","Babylon","6102","0","A8F61878"
"1","0EFDD210","GO701_21_6103","Penn Station","6103","1","DF671E6C"
"1","0EFDD210","GO701_21_6104","Babylon","6104","0","DF671E6C"
"1","0EFDD210","GO701_21_6105","Penn Station","6105","1","A8F61878"
"1","0EFDD210","GO701_21_6107","Penn Station","6107","1","DF671E6C"
"1","0EFDD210","GO701_21_6108","Babylon","6108","0","DF671E6C"
"1","0EFDD210","GO701_21_6109","Penn Station","6109","1","DF671E6C"
"1","0EFDD210","GO701_21_6110","Babylon","6110","0","DF671E6C"
"1","0EFDD210","GO701_21_6111","Penn Station","6111","1","DF671E6C"
"1","0EFDD210","GO701_21_6112","Babylon","6112","0","A8F61878"
"1","0EFDD210","GO701_21_6113","Penn Station","6113","1","A8F61878"
"1","0EFDD210","GO701_21_6114","Babylon","6114","0","DF671E6C"
"1","0EFDD210","GO701_21_6115","Penn Station","6115","1","DF671E6C"
"1","0EFDD210","GO701_21_6116","Babylon","6116","0","DF671E6C"
"1","0EFDD210","GO701_21_6118","Babylon","6118","0","DF671E6C"
"1","0EFDD210","GO701_21_6119","Penn Station","6119","1","DF671E6C"
"1","0EFDD210","GO701_21_6120","Babylon","6120","0","A8F61878"
"1","0EFDD210","GO701_21_6121","Penn Station","6121","1","DF671E6C"
"1","0EFDD210","GO701_21_6122","Babylon","6122","0","DF671E6C"
"1","0EFDD210","GO701_21_6124","Babylon","6124","0","DF671E6C"
"1","0EFDD210","GO701_21_6125","Penn Station","6125","1","A8F61878"
"1","0EFDD210","GO701_21_6126","Babylon","6126","0","DF671E6C"
"1","0EFDD210","GO701_21_6127","Penn Station","6127","1","DF671E6C"
"1","0EFDD210","GO701_21_6128","Babylon","6128","0","A8F61878"
"1","0EFDD210","GO701_21_6129","Penn Station","6129","1","DF671E6C"
"1","0EFDD210","GO701_21_6130","Babylon","6130","0","DF671E6C"
"1","0EFDD210","GO701_21_6131","Penn Station","6131","1","DF671E6C"
"1","0EFDD210","GO701_21_6132","Babylon","6132","0","DF671E6C"
"1","0EFDD210","GO701_21_6133","Penn Station","6133","1","A8F61878"
"1","0EFDD210","GO701_21_6134","Babylon","6134","0","DF671E6C"
"1","0EFDD210","GO701_21_6135","Penn Station","6135","1","DF671E6C"
"1","0EFDD210","GO701_21_6136","Babylon","6136","0","A8F61878"
"1","0EFDD210","GO701_21_6137","Penn Station","6137","1","DF671E6C"
"1","0EFDD210","GO701_21_6138","Babylon","6138","0","DF671E6C"
"1","0EFDD210","GO701_21_6140","Babylon","6140","0","DF671E6C"
"1","0EFDD210","GO701_21_6141","Penn Station","6141","1","DF671E6C"
"1","0EFDD210","GO701_21_6142","Babylon","6142","0","DF671E6C"
"1","0EFDD210","GO701_21_6143","Penn Station","6143","1","A8F61878"
"1","0EFDD210","GO701_21_6144","Babylon","6144","0","A8F61878"
"1","0EFDD210","GO701_21_6145","Penn Station","6145","1","DF671E6C"
"1","0EFDD210","GO701_21_6146","Babylon","6146","0","DF671E6C"
"1","0EFDD210","GO701_21_6147","Penn Station","6147","1","DF671E6C"
"1","0EFDD210","GO701_21_6148","Babylon","6148","0","DF671E6C"
"1","0EFDD210","GO701_21_6149","Penn Station","6149","1","DF671E6C"
"1","0EFDD210","GO701_21_6151","Penn Station","6151","1","A8F61878"
"1","0EFDD210","GO701_21_6153","Penn Station","6153","1","DF671E6C"
"4","0EFDD210","GO701_21_6200","Greenport","6200","0","54C9D02A"
"4","0EFDD210","GO701_21_6201","Ronkonkoma","6201","1","54C9D02A"
"4","0EFDD210","GO701_21_6202","Greenport","6202","0","54C9D02A"
"4","0EFDD210","GO701_21_6250","Greenport","6250","0","54C9D02A"
"4","0EFDD210","GO701_21_6251","Ronkonkoma","6251","1","54C9D02A"
"4","0EFDD210","GO701_21_6252","Greenport","6252","0","54C9D02A"
"4","0EFDD210","GO701_21_6253","Ronkonkoma","6253","1","54C9D02A"
"4","0EFDD210","GO701_21_6255","Ronkonkoma","6255","1","54C9D02A"
"9","AD150EF7","GO701_21_6400_1","Bayside","6400","0","50D6C58B"
"9","AD150EF7","GO701_21_6402_1","Bayside","6402","0","50D6C58B"
"9","AD150EF7","GO701_21_6403_1","Penn Station","6403","1","50D6C58B"
"9","AD150EF7","GO701_21_6404_1","Bayside","6404","0","50D6C58B"
"9","AD150EF7","GO701_21_6405_1","Penn Station","6405","1","50D6C58B"
"9","AD150EF7","GO701_21_6406_1","Bayside","6406","0","50D6C58B"
"9","AD150EF7","GO701_21_6407_1","Penn Station","6407","1","50D6C58B"
"9","AD150EF7","GO701_21_6408_1","Bayside","6408","0","50D6C58B"
"9","AD150EF7","GO701_21_6410_1","Bayside","6410","0","50D6C58B"
"9","AD150EF7","GO701_21_6411_1","Penn Station","6411","1","50D6C58B"
"9","AD150EF7","GO701_21_6414_1","Bayside","6414","0","50D6C58B"
"9","AD150EF7","GO701_21_6415_1","Penn Station","6415","1","50D6C58B"
"9","AD150EF7","GO701_21_6418_1","Bayside","6418","0","50D6C58B"
"9","AD150EF7","GO701_21_6419_1","Penn Station","6419","1","50D6C58B"
"9","AD150EF7","GO701_21_6422_1","Bayside","6422","0","50D6C58B"
"9","AD150EF7","GO701_21_6423_1","Penn Station","6423","1","50D6C58B"
"9","AD150EF7","GO701_21_6426_1","Bayside","6426","0","50D6C58B"
"9","AD150EF7","GO701_21_6427_1","Penn Station","6427","1","50D6C58B"
"9","AD150EF7","GO701_21_6431_1","Penn Station","6431","1","50D6C58B"
"9","AD150EF7","GO701_21_6450_1","Bayside","6450","0","50D6C58B"
"9","AD150EF7","GO701_21_6453_1","Penn Station","6453","1","50D6C58B"
"9","AD150EF7","GO701_21_6454_1","Bayside","6454","0","50D6C58B"
"9","AD150EF7","GO701_21_6457_1","Penn Station","6457","1","50D6C58B"
"9","AD150EF7","GO701_21_6458_1","Bayside","6458","0","50D6C58B"
"9","AD150EF7","GO701_21_6461_1","Penn Station","6461","1","50D6C58B"
"9","AD150EF7","GO701_21_6462_1","Bayside","6462","0","50D6C58B"
"9","AD150EF7","GO701_21_6465_1","Penn Station","6465","1","50D6C58B"
"9","AD150EF7","GO701_21_6466_1","Bayside","6466","0","50D6C58B"
"9","AD150EF7","GO701_21_6469_1","Penn Station","6469","1","50D6C58B"
"9","0EFDD210","GO701_21_6476","Port Washington","6476","0","6F8FDD4A"
"3","0EFDD210","GO701_21_6500","Oyster Bay","6500","0","2111800B"
"3","0EFDD210","GO701_21_6501","Jamaica","6501","1","2111800B"
"3","0EFDD210","GO701_21_6502","Oyster Bay","6502","0","2111800B"
"3","0EFDD210","GO701_21_6504","Oyster Bay","6504","0","2111800B"
"3","0EFDD210","GO701_21_6505","Jamaica","6505","1","2111800B"
"3","0EFDD210","GO701_21_6506","Oyster Bay","6506","0","2111800B"
"3","0EFDD210","GO701_21_6507","Jamaica","6507","1","2111800B"
"3","0EFDD210","GO701_21_6550","Oyster Bay","6550","0","2111800B"
"3","0EFDD210","GO701_21_6551","Jamaica","6551","1","2111800B"
"3","0EFDD210","GO701_21_6552","Oyster Bay","6552","0","2111800B"
"3","0EFDD210","GO701_21_6555","Jamaica","6555","1","2111800B"
"3","0EFDD210","GO701_21_6556","Oyster Bay","6556","0","2111800B"
"3","0EFDD210","GO701_21_6557","Jamaica","6557","1","2111800B"
"3","0EFDD210","GO701_21_6560","Oyster Bay","6560","0","2111800B"
"3","0EFDD210","GO701_21_6561","Jamaica","6561","1","2111800B"
"3","0EFDD210","GO701_21_6562","Oyster Bay","6562","0","2111800B"
"3","0EFDD210","GO701_21_6563","Jamaica","6563","1","2111800B"
"3","0EFDD210","GO701_21_6565","Jamaica","6565","1","2111800B"
"10","0EFDD210","GO701_21_6600","Port Jefferson","6600","0","DECD0CE9"
"10","0EFDD210","GO701_21_6601","Jamaica","6601","1","7790F343"
"10","0EFDD210","GO701_21_6602","Port Jefferson","6602","0","7790F343"
"10","0EFDD210","GO701_21_6603","Huntington","6603","1","DECD0CE9"
"10","0EFDD210","GO701_21_6604","Port Jefferson","6604","0","DECD0CE9"
"10","0EFDD210","GO701_21_6605","Huntington","6605","1","DECD0CE9"
"10","0EFDD210","GO701_21_6606","Port Jefferson","6606","0","DECD0CE9"
"10","0EFDD210","GO701_21_6607","Huntington","6607","1","DECD0CE9"
"10","0EFDD210","GO701_21_6608","Port Jefferson","6608","0","DECD0CE9"
"10","0EFDD210","GO701_21_6609","Huntington","6609","1","DECD0CE9"
"10","0EFDD210","GO701_21_6610","Port Jefferson","6610","0","DECD0CE9"
"10","0EFDD210","GO701_21_6611","Huntington","6611","1","DECD0CE9"
"10","0EFDD210","GO701_21_6651","Huntington","6651","1","DECD0CE9"
"10","0EFDD210","GO701_21_6652","Port Jefferson","6652","0","DECD0CE9"
"10","0EFDD210","GO701_21_6653","Huntington","6653","1","DECD0CE9"
"10","0EFDD210","GO701_21_6654","Port Jefferson","6654","0","DECD0CE9"
"10","0EFDD210","GO701_21_6655","Huntington","6655","1","DECD0CE9"
"10","0EFDD210","GO701_21_6656","Port Jefferson","6656","0","DECD0CE9"
"10","0EFDD210","GO701_21_6657","Huntington","6657","1","DECD0CE9"
"10","0EFDD210","GO701_21_6658","Port Jefferson","6658","0","DECD0CE9"
"10","0EFDD210","GO701_21_6659","Huntington","6659","1","DECD0CE9"
"10","0EFDD210","GO701_21_6660","Port Jefferson","6660","0","DECD0CE9"
"10","0EFDD210","GO701_21_6661","Huntington","6661","1","DECD0CE9"
"10","0EFDD210","GO701_21_6662","Port Jefferson","6662","0","DECD0CE9"
"10","0EFDD210","GO701_21_6663","Huntington","6663","1","DECD0CE9"
"10","0EFDD210","GO701_21_6664","Port Jefferson","6664","0","DECD0CE9"
"10","0EFDD210","GO701_21_6665","Huntington","6665","1","DECD0CE9"
"10","0EFDD210","GO701_21_6666","Port Jefferson","6666","0","DECD0CE9"
"2","0EFDD210","GO701_21_6700","Hempstead","6700","0","15B3C663"
"2","0EFDD210","GO701_21_6701","Atlantic Terminal","6701","1","15B3C663"
"2","0EFDD210","GO701_21_6702","Hempstead","6702","0","15B3C663"
"2","0EFDD210","GO701_21_6703","Jamaica","6703","1","41FE1397"
"2","0EFDD210","GO701_21_6704","Hempstead","6704","0","41FE1397"
"2","0EFDD210","GO701_21_6705","Jamaica","6705","1","41FE1397"
"2","0EFDD210","GO701_21_6706","Hempstead","6706","0","41FE1397"
"2","0EFDD210","GO701_21_6707","Jamaica","6707","1","41FE1397"
"2","0EFDD210","GO701_21_6708","Hempstead","6708","0","15B3C663"
"2","0EFDD210","GO701_21_6709","Atlantic Terminal","6709","1","15B3C663"
"2","0EFDD210","GO701_21_6710","Hempstead","6710","0","15B3C663"
"2","0EFDD210","GO701_21_6711","Atlantic Terminal","6711","1","15B3C663"
"2","0EFDD210","GO701_21_6712","Hempstead","6712","0","15B3C663"
"2","0EFDD210","GO701_21_6713","Atlantic Terminal","6713","1","15B3C663"
"2","0EFDD210","GO701_21_6714","Hempstead","6714","0","15B3C663"
"2","0EFDD210","GO701_21_6716","Hempstead","6716","0","15B3C663"
"2","0EFDD210","GO701_21_6717","Atlantic Terminal","6717","1","15B3C663"
"2","0EFDD210","GO701_21_6718","Hempstead","6718","0","15B3C663"
"2","0EFDD210","GO701_21_6719","Atlantic Terminal","6719","1","15B3C663"
"2","0EFDD210","GO701_21_6721","Atlantic Terminal","6721","1","15B3C663"
"2","0EFDD210","GO701_21_6750","Hempstead","6750","0","15B3C663"
"2","0EFDD210","GO701_21_6751","Atlantic Terminal","6751","1","15B3C663"
"2","0EFDD210","GO701_21_6752","Hempstead","6752","0","15B3C663"
"2","0EFDD210","GO701_21_6753","Atlantic Terminal","6753","1","15B3C663"
"2","0EFDD210","GO701_21_6754","Hempstead","6754","0","15B3C663"
"2","0EFDD210","GO701_21_6755","Atlantic Terminal","6755","1","15B3C663"
"2","0EFDD210","GO701_21_6756","Hempstead","6756","0","15B3C663"
"2","0EFDD210","GO701_21_6757","Atlantic Terminal","6757","1","15B3C663"
"2","0EFDD210","GO701_21_6758","Hempstead","6758","0","15B3C663"
"2","0EFDD210","GO701_21_6759","Atlantic Terminal","6759","1","15B3C663"
"2","0EFDD210","GO701_21_6760","Hempstead","6760","0","15B3C663"
"2","0EFDD210","GO701_21_6761","Atlantic Terminal","6761","1","15B3C663"
"2","0EFDD210","GO701_21_6762","Hempstead","6762","0","15B3C663"
"2","0EFDD210","GO701_21_6763","Atlantic Terminal","6763","1","15B3C663"
"2","0EFDD210","GO701_21_6764","Hempstead","6764","0","15B3C663"
"2","0EFDD210","GO701_21_6765","Atlantic Terminal","6765","1","15B3C663"
"2","0EFDD210","GO701_21_6766","Hempstead","6766","0","15B3C663"
"2","0EFDD210","GO701_21_6767","Atlantic Terminal","6767","1","15B3C663"
"2","0EFDD210","GO701_21_6768","Hempstead","6768","0","15B3C663"
"2","0EFDD210","GO701_21_6769","Atlantic Terminal","6769","1","15B3C663"
"2","0EFDD210","GO701_21_6770","Hempstead","6770","0","15B3C663"
"2","0EFDD210","GO701_21_6771","Atlantic Terminal","6771","1","15B3C663"
"2","0EFDD210","GO701_21_6772","Hempstead","6772","0","15B3C663"
"2","0EFDD210","GO701_21_6773","Atlantic Terminal","6773","1","15B3C663"
"6","0EFDD210","GO701_21_6801","Jamaica","6801","1","BB53C023"
"6","0EFDD210","GO701_21_6802","Long Beach","6802","0","77C0EF3A"
"6","0EFDD210","GO701_21_6804","Long Beach","6804","0","80A5D254"
"6","0EFDD210","GO701_21_6805","Jamaica","6805","1","80A5D254"
"6","0EFDD210","GO701_21_6806","Long Beach","6806","0","1EFB3B6D"
"6","0EFDD210","GO701_21_6807","Penn Station","6807","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6808","Long Beach","6808","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6809","Penn Station","6809","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6810","Long Beach","6810","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6812","Long Beach","6812","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6813","Penn Station","6813","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6814","Long Beach","6814","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6815","Penn Station","6815","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6816","Long Beach","6816","0","1EFB3B6D"
"6","0EFDD210","GO701_21_6817","Penn Station","6817","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6818","Long Beach","6818","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6819","Penn Station","6819","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6820","Long Beach","6820","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6821","Penn Station","6821","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6850","Long Beach","6850","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6851","Penn Station","6851","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6852","Long Beach","6852","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6853","Penn Station","6853","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6854","Long Beach","6854","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6855","Penn Station","6855","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6856","Long Beach","6856","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6857","Penn Station","6857","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6858","Long Beach","6858","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6859","Penn Station","6859","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6860","Long Beach","6860","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6861","Penn Station","6861","1","1EFB3B6D"
"6","0EFDD210","GO701_21_6862","Long Beach","6862","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6864","Long Beach","6864","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6865","Penn Station","6865","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6866","Long Beach","6866","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6867","Penn Station","6867","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6868","Long Beach","6868","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6869","Penn Station","6869","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6870","Long Beach","6870","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6871","Penn Station","6871","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6872","Long Beach","6872","0","9AE1B4A5"
"6","0EFDD210","GO701_21_6875","Penn Station","6875","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6877","Penn Station","6877","1","9AE1B4A5"
"6","0EFDD210","GO701_21_6879","Penn Station","6879","1","9AE1B4A5"
"8","0EFDD210","GO701_21_6900","West Hempstead","6900","0","DCBA2852"
"8","0EFDD210","GO701_21_6901","Valley Stream","6901","1","DCBA2852"
"8","0EFDD210","GO701_21_6902","West Hempstead","6902","0","DCBA2852"
"8","0EFDD210","GO701_21_6903","Valley Stream","6903","1","DCBA2852"
"8","0EFDD210","GO701_21_6904","West Hempstead","6904","0","DCBA2852"
"8","0EFDD210","GO701_21_6905","Valley Stream","6905","1","DCBA2852"
"8","0EFDD210","GO701_21_6906","West Hempstead","6906","0","DCBA2852"
"8","0EFDD210","GO701_21_6951","Valley Stream","6951","1","DCBA2852"
"8","0EFDD210","GO701_21_6952","West Hempstead","6952","0","DCBA2852"
"8","0EFDD210","GO701_21_6953","Valley Stream","6953","1","DCBA2852"
"8","0EFDD210","GO701_21_6954","West Hempstead","6954","0","DCBA2852"
"8","0EFDD210","GO701_21_6955","Valley Stream","6955","1","DCBA2852"
"8","0EFDD210","GO701_21_6956","West Hempstead","6956","0","DCBA2852"
"8","0EFDD210","GO701_21_6957","Valley Stream","6957","1","DCBA2852"
"8","0EFDD210","GO701_21_6958","West Hempstead","6958","0","DCBA2852"
"8","0EFDD210","GO701_21_6959","Valley Stream","6959","1","DCBA2852"
"8","0EFDD210","GO701_21_6960","West Hempstead","6960","0","DCBA2852"
"8","0EFDD210","GO701_21_6961","Valley Stream","6961","1","DCBA2852"
"1","0EFDD210","GO701_21_7102","Freeport","7102","0","4A60B26A"
"1","0EFDD210","GO701_21_7104","Freeport","7104","0","4A60B26A"
"1","0EFDD210","GO701_21_7106","Freeport","7106","0","4A60B26A"
"12","0EFDD210","GO701_21_7153","Penn Station","7153","1","436E0248"
"1","0EFDD210","GO701_21_7155","Penn Station","7155","1","4A60B26A"
"1","0EFDD210","GO701_21_7157","Penn Station","7157","1","4A60B26A"
"12","0EFDD210","GO701_21_7359","Penn Station","7359","1","436E0248"
"12","0EFDD210","GO701_21_7481","Atlantic Terminal","7481","1","76789C63"
"10","0EFDD210","GO701_21_7601","Penn Station","7601","1","034C401F"
"10","0EFDD210","GO701_21_7602","Huntington","7602","0","034C401F"
"10","0EFDD210","GO701_21_7603","Penn Station","7603","1","034C401F"
"10","0EFDD210","GO701_21_7604","Huntington","7604","0","034C401F"
"10","0EFDD210","GO701_21_7605","Penn Station","7605","1","034C401F"
"10","0EFDD210","GO701_21_7606","Huntington","7606","0","034C401F"
"10","0EFDD210","GO701_21_7607","Penn Station","7607","1","034C401F"
"10","0EFDD210","GO701_21_7608","Huntington","7608","0","034C401F"
"10","0EFDD210","GO701_21_7609","Penn Station","7609","1","034C401F"
"10","0EFDD210","GO701_21_7610","Huntington","7610","0","034C401F"
"10","0EFDD210","GO701_21_7611","Penn Station","7611","1","034C401F"
"10","0EFDD210","GO701_21_7612","Huntington","7612","0","034C401F"
"10","0EFDD210","GO701_21_7613","Penn Station","7613","1","034C401F"
"10","0EFDD210","GO701_21_7614","Huntington","7614","0","034C401F"
"10","0EFDD210","GO701_21_7615","Penn Station","7615","1","034C401F"
"10","0EFDD210","GO701_21_7616","Huntington","7616","0","034C401F"
"10","0EFDD210","GO701_21_7617","Penn Station","7617","1","034C401F"
"10","0EFDD210","GO701_21_7618","Huntington","7618","0","034C401F"
"10","0EFDD210","GO701_21_7619","Penn Station","7619","1","034C401F"
"10","0EFDD210","GO701_21_7620","Huntington","7620","0","034C401F"
"10","0EFDD210","GO701_21_7621","Penn Station","7621","1","034C401F"
"10","0EFDD210","GO701_21_7622","Huntington","7622","0","034C401F"
"10","0EFDD210","GO701_21_7623","Penn Station","7623","1","034C401F"
"10","0EFDD210","GO701_21_7624","Huntington","7624","0","034C401F"
"10","0EFDD210","GO701_21_7625","Penn Station","7625","1","034C401F"
"10","0EFDD210","GO701_21_7626","Huntington","7626","0","034C401F"
"10","0EFDD210","GO701_21_7627","Penn Station","7627","1","034C401F"
"10","0EFDD210","GO701_21_7628","Huntington","7628","0","034C401F"
"10","0EFDD210","GO701_21_7629","Penn Station","7629","1","034C401F"
"10","0EFDD210","GO701_21_7630","Huntington","7630","0","034C401F"
"10","0EFDD210","GO701_21_7631","Penn Station","7631","1","034C401F"
"10","0EFDD210","GO701_21_7700","Huntington","7700","0","034C401F"
"10","0EFDD210","GO701_21_7701","Penn Station","7701","1","034C401F"
"10","0EFDD210","GO701_21_7702","Huntington","7702","0","034C401F"
"10","0EFDD210","GO701_21_7703","Penn Station","7703","1","034C401F"
"10","0EFDD210","GO701_21_7704","Huntington","7704","0","034C401F"
"10","0EFDD210","GO701_21_7705","Penn Station","7705","1","034C401F"
"10","0EFDD210","GO701_21_7706","Huntington","7706","0","034C401F"
"10","0EFDD210","GO701_21_7707","Penn Station","7707","1","034C401F"
"10","0EFDD210","GO701_21_7708","Huntington","7708","0","034C401F"
"10","0EFDD210","GO701_21_7709","Penn Station","7709","1","034C401F"
"10","0EFDD210","GO701_21_7710","Huntington","7710","0","034C401F"
"10","0EFDD210","GO701_21_7711","Penn Station","7711","1","034C401F"
"10","0EFDD210","GO701_21_7712","Huntington","7712","0","034C401F"
"10","0EFDD210","GO701_21_7713","Penn Station","7713","1","034C401F"
"10","0EFDD210","GO701_21_7714","Huntington","7714","0","034C401F"
"10","0EFDD210","GO701_21_7715","Penn Station","7715","1","034C401F"
"10","0EFDD210","GO701_21_7716","Huntington","7716","0","034C401F"
"10","0EFDD210","GO701_21_7717","Penn Station","7717","1","034C401F"
"10","0EFDD210","GO701_21_7718","Huntington","7718","0","034C401F"
"10","0EFDD210","GO701_21_7719","Penn Station","7719","1","034C401F"
"10","0EFDD210","GO701_21_7720","Huntington","7720","0","034C401F"
"10","0EFDD210","GO701_21_7721","Penn Station","7721","1","034C401F"
"10","0EFDD210","GO701_21_7722","Huntington","7722","0","034C401F"
"10","0EFDD210","GO701_21_7723","Penn Station","7723","1","034C401F"
"10","0EFDD210","GO701_21_7724","Huntington","7724","0","034C401F"
"10","0EFDD210","GO701_21_7725","Penn Station","7725","1","034C401F"
"10","0EFDD210","GO701_21_7726","Huntington","7726","0","034C401F"
"10","0EFDD210","GO701_21_7727","Penn Station","7727","1","034C401F"
"10","0EFDD210","GO701_21_7728","Huntington","7728","0","034C401F"
"10","0EFDD210","GO701_21_7729","Penn Station","7729","1","034C401F"
